ulasan,sentiment
"Ya Tuhan, apa yang mereka PIKIRKAN??!!!!!!! Ini peringatan spoiler Anda, meskipun menurut saya itu tidak terlalu penting. Lagipula kamu tidak akan melihat sampah ini.<br /><br />Sekelompok boneka tangan mengejar sekelompok orang yang sangat bodoh, yang melakukan perburuan yang sangat bodoh untuk mencoba membunuh mereka, dan boneka-boneka tersebut memperumit keadaan dengan membiarkan mereka mewujudkan fantasi mereka yang sangat bodoh. Dengan kata lain, semuanya benar-benar bodoh.<br /><br />Kamu TAHU pasti buruk kalau bahkan Mike dan para Bot tidak bisa menyelamatkan sesuatu!! Dan ternyata tidak! Aku tahu, beberapa kalimat mereka lucu, seperti apa yang harus ditambahkan pada tanda ""HIT"" dan komentar tangan, tapi, ya ampun, ini sangat menyedihkan.<br /><br />Yang bisa kukatakan adalah JANGAN MENONTON PIECE O CRUD INI. ITU TIDAK LAYAK DI MATA ANDA.",negative
"Saya telah mendengar (dan membaca) begitu banyak hal baik tentang Weeds sehingga saya berharap untuk terpikat pada serial kabel hebat lainnya (seperti Entourage, Sopranos, atau Mad Men) tetapi hal itu perlahan terkikis dengan setiap episode yang saya tonton dari Musim Pertama. (tidak berhasil melewati enam episode pertama) <br /><br />Tulisannya tidak orisinal, dibuat-buat, dan penggambaran Blacks memalukan. Dialognya terasa dipaksakan, seolah penulisnya berusaha terlalu keras untuk menjadi pintar dan keren. Jarang sekali saya benar-benar tertawa terbahak-bahak.<br /><br />Karakternya tidak pernah cukup berkembang sehingga saya peduli pada mereka, mereka egois dan tidak menarik. SAYA benar-benar BENCI penambahan Kakak Ipar (yang seharusnya diseret dalam To Catch A Predator) dan penghapusan putri keluarga Hodes, Quinn, dari pemeran dengan mengirimnya ke sekolah berasrama di Meksiko adalah hal yang sangat tidak orisinal dan klise. Saya harus menyimpulkan bahwa para penulis sedang menguji kesetiaan pemirsa.<br /><br />Episode demi episode Saya kurang menyukai karakternya dan tidak bisa melewati banyak kelemahan teknis dalam alur cerita.<br /><br />Tambahkan ke bahwa saya mendengar bahwa Musim Kedua tidak begitu bagus, jadi saya kehilangan seluruh motivasi untuk terus menonton pertunjukan ini.<br /><br />Jika Anda penggemar casting dan penulisan yang bagus, saya rasa acara ini akan menjadi tantangan untuk Anda sukai, kecuali tentu saja Anda dirajam dan semua taruhan dibatalkan.",negative
"Film ini termasuk film luar negeri favorit saya, beberapa di antaranya adalah Amilee dan My Life As a Dog. Kesamaan antara film-film tersebut dengan film-film luar negeri lainnya adalah bahwa film-film tersebut mengambil sepotong kehidupan sehari-hari dan mengubahnya menjadi sebuah pelajaran yang mendalam dan menyentuh hati. <br /><br />Di Jepang, seorang pria yang bosan dengan kehidupan duniawi dan rutinitas kehidupan pernikahannya, melihat seorang wanita cantik Jepang menatap ke luar jendela sebuah sanggar tari. Saat keretanya lewat, dia terpesona olehnya. Tapi apakah hanya karena kecantikannya, karena pandangannya yang jauh, atau karena adanya hubungan yang mereka berdua temukan? <br /><br />Shall We Dance memiliki karakter luar biasa yang mengesankan yang harus menghadapi kenyataan menyakitkan dengan melampauinya melalui dunia tari. Dengan mendobrak pola pikir tradisional dan stereotip masyarakat Jepang, mereka mempertaruhkan segalanya demi kebahagiaan dan menyadari bahwa kebahagiaan tidak jauh lagi. Ini adalah salah satu film yang begitu ajaib dan bermakna dan, dengan sendirinya, melampaui hal-hal duniawi dengan menunjukkan keajaiban dan keajaiban sejati yang ada dalam kehidupan.",positive
"Seolah-olah film itu sendiri tidak bernilai, ini adalah cara terbaik untuk mendapatkan gambaran umum novel sebagai kata pengantar untuk membacanya. Pada musim panas tahun 1968 saya menonton film tersebut di NYC; musim gugur itu di sekolah pascasarjana, saya membaca buku itu untuk pertama kalinya. Salah satu kesenangan dalam membaca novel ini adalah ingatan saya akan filmnya yang sangat detail. Dan baik atau buruk--dan saya sekarang telah membaca dan mengajarkan novel tersebut selama lebih dari tiga dekade--Milo O'Shea tetaplah Leopold Bloom.",positive
"Film ini adalah memoar liris dan romantis yang diceritakan melalui sudut pandang seorang anak laki-laki berusia sebelas tahun yang tinggal di kota pedesaan Kuba pada tahun revolusi Castro. Ini jelas merupakan hasil kerja cinta yang tulus dan berharga. <br /><br />Nama CUBA LIBRE dan CUBAN BLOOD hanyalah upaya untuk salah memasarkan film ini sebagai film aksi. MIMPI JULIA jauh lebih masuk akal. Revolusi ini memiliki lebih banyak kesamaan dengan sinema Eropa dibandingkan dengan RAMBO dan revolusi hanyalah sebuah ketidaknyamanan bagi kehidupan dan aktivitas masyarakat sehari-hari. Fakta tersebut saja membuat film ini lebih jujur dibandingkan sebagian besar karya yang berhubungan dengan periode waktu ini dalam sejarah Kuba.<br /><br />Penggunaan narator pengisi suara yang berlebihan memang melemahkan cerita, namun film ini menebusnya dengan klip-klip yang tidak memenuhi syarat dari film-film Hollywood yang mengungkapkan jauh lebih banyak hal secara visual daripada yang dapat disampaikan oleh narator.<br /><br />Perbandingan dengan CINEMA PARADISO adalah hal yang adil karena film tersebut semakin melankolis tentang film, namun ada rasa sakit yang mendasari karena hilangnya gaya hidup yang melampaui cinta yang hilang. <br /><br />Revolusi, seperti halnya film JULIE, sepertinya tidak pernah ada akhirnya.",positive
"Saya melihat ZP ketika pertama kali dirilis dan merasa sangat kecewa. Naskahnya tampak dipaksakan, kuno, dan terlalu palsu tahun 60-an. Ini adalah politik yang terlalu terbuka dan konyol. Dan jujur ​​saja, saya masih berada di bawah mantra cinta yang disebut BLOWUP : dan saya masih belum sepenuhnya menghilangkannya. Sekarang ""cinta"" itu dipelintir dengan segala macam nostalgia yang ditimbulkannya dan, oh baiklah. . . Semoga Sukses untukku!<br /><br />Tetapi waktu terus berjalan dan waktu telah berbaik hati kepada ZP dan waktu telah menjadi guru bagiku. Saya menonton kembali film ini setiap sepuluh tahun sekali dan film ini menjadi semakin baik seiring bertambahnya usia. Dan ZP adalah ""pengalaman"" tersendiri dan hanya benar-benar dikaitkan dengan BLOWUP melalui penciptanya, mendiang, Pak Antonioni yang hebat.<br /><br />Dua belas tahun yang lalu, saya sangat beruntung melihat cetakan yang benar-benar murni, diproyeksikan pada ukuran yang benar (sangat besar), dipulihkan oleh lembaga kebudayaan pemerintah Italia yang mengetahui sebuah karya seni yang bagus ketika mereka melihatnya dan mengetahui pentingnya menjaga keindahan tersebut dalam kondisi yang baik. Sampai hari ini saya masih ingat helaan napas penonton saat cuplikan pertama Death Valley muncul. Itu seperti kejutan visual seribu volt yang sengaja disampaikan Antonioni untuk membangunkan kami ke tingkat kesadaran baru. Dan tentu saja yang terjadi selanjutnya adalah ""tempat"" yang sama sekali berbeda.<br /><br />Yang mengherankan bagi saya adalah bagaimana film ini muncul dengan sendirinya.<br /><br />Saya ingat saat menontonnya untuk kedua kalinya --- awal tahun 80an --- Saya mulai merasakan kasih sayang terhadap film ini secara keseluruhan dan terhadap Daria dan Mark pada khususnya. Padahal, sebelumnya keduanya tampak seperti versi bayangan cerdik dari Olivia dan Leonard karya Zefferelli (baca: Romeo dan Juliet) mereka kini menarik perhatian saya --- terutama The Girl dalam gerak lambatnya yang terus-menerus. Dia-meluangkan-waktunya. . . Untuk Hidup. Semuanya, SEMUANYA mati di sekelilingnya.<br /><br />Saat teater menggairahkan, siang hari Realitas dengan cepat mulai menghapus ""kenikmatan"" baru yang saya temukan. Pria tahun 80-an yang berbantalan bahu dan berambut besar itu berbisik, ""Tapi itu hanya fantasi hippie --- biarkan saja""<br /><br />Kekuatan penglihatan Antonioni, aku sadari, telah bekerja dengan sendirinya di dalam diriku untuk PERTAMA kalinya jadi aku menjawab ""80-an"" dengan ""Uh-Huh"" dan menjaga ""cinta""ku secara rahasia, posesif, dan cemburu.<br /><br />Tetapi, inilah seni bagus yang hidup di dalamnya dari Anda, dan, jika Anda ingin hal itu terjadi dan ""mencintai"" Anda kembali: diam-diam, cemburu, dan posesif. Dan Anda menjadi ""berubah"".<br /><br />Sangat senang melihat Turner Classic Movies memutuskan untuk menampilkan ZP dalam daftar film bulan Maret. Tidak diragukan lagi, ZP harus dilihat di layar raksasa agar benar-benar membawa Anda ke lingkungan buatannya. Tapi, hei, terkadang bahkan sekilas Sang Kekasih di foto koran tidak lebih baik daripada tidak melihatnya sekilas sama sekali.<br /><br />Saat ini realita melanda, ZP telah ditarik secara misterius dan diganti dengan kejenakaan cengeng dari RESTORAN ALICE.<br /><br />Jadi, masih terlalu ""sulit"", terlalu ""mengganggu"", juga ""apa""?<br /><br />Mungkin karena itu, seperti semua karya seni yang bagus, ia Hidup sementara segala sesuatu di sekitarnya mati. <br /><br />Damai.",positive
"Film eksploitasi yang sangat aneh namun terkadang elegan tanpa kisah nyata, tetapi memanfaatkan aktris utamanya yang sangat menggairahkan dan beberapa efek riasan yang bagus dan mengerikan. Daniella adalah seorang gadis cantik berusia dua puluhan, membawa serta trauma pemerkosaan pada usia 13 tahun. Mimpi buruk dan halusinasi membawanya semakin percaya bahwa dia adalah reinkarnasi dari nenek moyang perempuan yang dikatakan sebagai manusia serigala. Dia membunuh saudara iparnya dalam pertemuan malam hari dan dikirim ke rumah sakit. Namun, dia melarikan diri lagi, dan secara acak melahap lebih banyak pria saat melarikan diri untuk mencari detektif polisi, dokter, dan kerabat. Semuanya indah untuk dilihat dan didengarkan (soundtrack yang sangat bagus), tetapi tidak adanya plot dan kontinuitas menjadi cukup cepat menjengkelkan. Untungnya, pemeran utama wanita Annik Borel jarang mengenakan pakaian dan dia mengisi momen membosankan itu dengan menari telanjang di sekitar api. Film ini terlalu panjang, terlalu aneh dan terlalu mudah dilupakan. Kejutan terbesar datang di akhir, ketika tiba-tiba dan tiba-tiba, sutradara Rino Di Silvestro mencoba membuat kita percaya bahwa filmnya berdasarkan fakta yang sebenarnya. Ya benar...",negative
"Ini adalah film yang menarik dan sulit ditemukan dari awal tahun 70an yang dibintangi oleh Jan Michael Vincent sebagai seorang pemuda yang tidak lolos sebagai seorang marinir. Mengenakan pakaian 'baby blue' untuk mempermalukan mereka saat mereka dipulangkan, rekrutan yang gagal dikirim berkemas. Vincent berhenti di sebuah bar dan bertemu dengan Richard Gere yang masih sangat muda yang baru saja kembali dari tur di Pasifik sebagai 'Raider' Marinir garis keras. Karakter Gere sudah letih dan mempertimbangkan desersi, dan dia memanfaatkan kepolosan Vincent, mencuri seragam 'baby blue' miliknya setelah membuatnya mabuk dan memukulinya di gang. Karakter Vincent, bernama Marion, mengambil pakaian Gere dan tiba-tiba berubah menjadi 'Raider' Marinir. Marion menumpang menuju Wyoming dan berhenti di kota kecil mirip Norman Rockwell. Di kafe lokal dia bertemu Rose Hudkins, yang langsung menarik perhatiannya. Tinggal bersama orang tua Hudkins, Marion menarik berbagai perhatian dari orang-orang kota. Tuan Hudkins mencurigai Marion dan bertanya-tanya bagaimana 'Raider' Marinir masih begitu polos. Cerita ini juga mengangkat Kamp Penahanan Jepang, saat penduduk kota 'berburu' 3 orang yang melarikan diri. Marion tertembak secara tidak sengaja selama perburuan ini. Tapi masih ada akhir yang bahagia, yang sedikit membingungkan saya. Saya lebih suka sedikit lebih banyak drama! Bagaimanapun, ini menggambarkan JMV di puncak penampilannya di tahun 70-an. BUSTER AND BILLIE, BABY BLUE MARINE dan WHITE LINE FEVER di pertengahan tahun 70-an merupakan penampilan JMV yang luar biasa bagusnya. Dia adalah seorang bintang laga dan sekaligus menggetarkan hati!!! Dia membuat banyak film berkualitas selama karirnya, dan terus melakukannya hingga pertengahan tahun 80an dengan acara TV besar Airwolf. Dia melakukan pekerjaan yang sangat baik dalam hal ini sebagai 'Hedge', diam-diam mengamati cara orang memperlakukan dia (dalam seragamnya) saat dia melakukan perjalanan melintasi negeri. Dia pasti telah melakukan beberapa aksi pemeran pengganti juga- ada adegan sungai yang mengerikan di akhir film-dan sepertinya dialah orang yang dilempar ke sungai kepadaku! Tapi sungguh, di puncak popularitasnya, film ini bisa berbuat lebih banyak dengan bakat dan penampilannya JMV. Kepolosan sangat menarik. Kejahatan, seperti yang dieksplorasi dalam ""Buster and Billie"", jauh lebih dramatis! Bagaimanapun, Glynnis O'Connor menyenangkan seperti Rose. Keseluruhan tampilan filmnya seperti lukisan Norman Rockwell. Adegan luar ruangannya sangat indah - pasti difilmkan di Kanada.",positive
"Johnny dan June Carter Cash mendanai film ini yang merupakan terjemahan tradisional dari kisah-kisah Injil. Musiknya bagus, Anda bisa merasakan secara nyata seperti apa dunia Yesus (saya juga pernah ke sana), dan June berperan sebagai Maria Magdalena dengan penuh semangat. Narasi Cash juga bagus.<br /><br />Tapi....<br /><br />1. Aktor yang memerankan Yesus salah pilih. 2. Tidak ada sisi positif dalam cerita seperti yang Cash masukkan ke dalam beberapa musik berbasis keyakinannya. 3. Karena tidak menarik, saya ragu kita akan melihat ini didistribusikan lagi secara luas.<br /><br />Saya ingin sekali membeli CD-nya.<br /><br />Tom Paine Texas, AS",positive
"Jäniksen vuosi adalah salah satu film Jarva yang paling politis. Mereka sangat menentang status otoritas masyarakat modern dalam kehidupan manusia biasa, dan bagaimana mereka telah mengasingkan manusia dari alam sepenuhnya. Hal ini menantang seluruh konsep kebebasan dan kekayaan dalam masyarakat kesejahteraan kita.<br /><br />Vatanen (Antti Litja) - yang terkekang membeli hutan beton dengan segala peraturan dan regulasinya - mencoba mengguncang rantai masyarakat dengan melarikan diri ke hutan belantara di Finlandia utara - hanya untuk menyadari bahwa konsep 'negara bebas' tidak terlalu ambigu, dengan kata lain, masyarakat memiliki orang-orang biasa.<br /><br />Masih menjadi hal yang Yang membuat Jäniksen vuosi begitu luar biasa - selain kecemerlangan visual dan humornya - adalah bagaimana ia menggambarkan keseluruhan suasana politik di Finlandia pada tahun 70-an, serta seluruh identitas Finlandia sebagai sebuah bangsa. Vatanen seperti pola dasar orang Finlandia klasik dalam kesendirian dan jarak sosialnya. Karena alam selalu memainkan peran penting dalam identitas nasional kita, orang Finlandia, gagasan bahwa alam secara perlahan diambil alih oleh masyarakat modern membuat Jäniksen vuosi sangat mengharukan secara emosional.",positive
"Saya suka Jamie Foxx.<br /><br />Dan saya menikmati 99% dari semua film yang saya tonton.<br /><br />Dan saya keluar dari film ini.<br /><br />Sekarang, saya akui, ini mungkin ada hubungannya dengan dua wanita kulit putih paruh baya di belakang teater yang menertawakan setiap hal kecil (""Oh tidak, Jamie mengetuk pintu! HEE HEE HEE!""), tapi... ini sungguh sangat menjengkelkan. Tidak akan ada hasil jepretan kamera yang berkelanjutan, dan tidak ada hasil jepretan kamera dari sudut konvensional... semuanya harus dilakukan secara langsung, keras, dan mengganggu.<br /><br />Orang jahat itu berusaha bersikap halus dan seperti Malkovich, namun pada titik ini, ia sudah tua dan lelah. Dia tidak membawa sesuatu yang baru atau menarik. Dari semua karakter, terlalu banyak dialog yang Anda lihat, terlalu banyak yang pernah Anda dengar sebelumnya, dan terlalu banyak dialog ""pria tangguh""... dan saya tidak keberatan dengan hal semacam itu, sungguh, selama ada sedikit orisinalitas di dalamnya. Faktanya, hampir semua pemain pendukungnya payah.<br /><br />Aku menyukai Jamie Foxx, dan menurutku dia sangat lucu, dan menurutku dia lucu di film ini... tapi tidak cukup lucu bagiku untuk menanggung segala hal lainnya. <br /><br />Film ini membutuhkan lebih sedikit pengambilan gambar, lebih sedikit pengambilan gambar yang mengganggu, lebih banyak emosi, lebih banyak perasaan, dan lebih banyak Jamie Foxx. Saya memberinya nilai 2.",negative
"Setelah melihat Dick Tracy di tong sampah $6,99 di Future Shop, saya memutuskan untuk mencobanya tanpa pengetahuan sebelumnya dan menjadi penggemar berat film Mafia dan Kejahatan. Saya sangat terkejut melihat film yang sangat menyenangkan dan menghibur dengan penampilan yang solid secara keseluruhan. Film ini berjalan dengan baik, tentu saja ada penampilan solid lainnya dari Warren Beatty, tetapi yang paling menonjol dari film ini adalah Al Pacino dan Madonna. Saya senang mengetahui bahwa Pacino dinominasikan karena penampilannya sebagai gangster kelas atas yang mencoba menghancurkan kota. Madonna hebat sebagai gadis dalam kesusahan, dia benar-benar membuat saya terkesan dan menambah kedalaman penampilannya. Jika Anda memiliki sikap ingin menonton film yang menyenangkan dan cerdas dengan akting yang bagus dan naskah yang solid, cobalah Dick Tracy. Saya tidak berpikir Anda akan kecewa. Dan nantikan akting cemerlang dari Paul Sorvino, James Caan, Kathy Bates, dan Dustin Hoffman, antara lain.",positive
Kirim ke freezer. Inilah solusi yang ditemukan oleh dua tukang daging setelah mereka mengetahui popularitas penjualan daging manusia. Kisah luar biasa dengan humor dan kemungkinan alegori yang menjadikannya lebih dari sekadar film horor. Karakter yang kompleks menentang klasifikasi yang dangkal dan membuat cerita ini menarik dan berharga - jika Anda tahan. Benar-benar film yang kelam tapi juga sedikit menebus.,positive
"Wow! Saya memilih ini dari rak sewaan karena saya menyukai Robert Carlyle dan Jonny Lee Miller di 'Trainspotting.' Ini adalah film yang fenomenal; ia memiliki aksi, romansa, ketegangan, intrik, dan kecerdasan. Ketika saya tidak tertawa, saya berada di ujung kursi saya. Ini jelas merupakan film yang saya rekomendasikan kepada orang-orang yang mengapresiasi dialog cerdas dan perspektif segar abad ke-18. Film ini memiliki segalanya untuk membuatku bahagia!",positive
"Saya tidak tahu mengapa beberapa orang begitu mengkritik acara tersebut.<br /><br />Ini adalah acara yang bagus dan lucu - mungkin bukan bahan yang tepat untuk acara prime-time arus utama, tapi tetap saja...<br /><br />Dinamika keluarga memang lucu, dan semuanya sama seperti yang Anda lihat di sebagian besar acara komedi. Karakter pendukungnya sungguh lucu. Plot masing-masing episode dan sindiran Siegfried & Roy yang sering dilontarkan hanya sedikit di atas rata-rata, tetapi sering kali Anda memiliki sub-plot atau satu kalimat yang membuat Anda tertawa terbahak-bahak.<br /><br />Pertunjukan ini sangat berharga dengan 8 Pounds yang saya bayarkan untuk itu.<br /><br />peringkat: 8/10",positive
"Manusia Serigala Meksiko di Texas berlatar di kota perbatasan kecil Furlough tempat Anna (Erika Fay) tinggal, sahabatnya adalah Rosie (Martine Hughes) & dia memiliki pacar Meksiko bernama Miguel (Gabriel Gutierrez) yang bertekad untuk melacak binatang buas yang telah meneror kota, membunuh ternak & beberapa penduduk termasuk beberapa teman mereka. Legenda lokal Meksiko berbicara tentang Chupacabra, makhluk jahat dari mitos & legenda. Erm, aku sedang berjuang sekarang karena tidak banyak hal lain yang benar-benar terjadi...<br /><br />Ditulis & disutradarai oleh Scott Maginnis Saya tidak akan bertele-tele di sini & hanya mengatakan bahwa Manusia Serigala Meksiko di Texas itu mengerikan, titik. Naskahnya hanya menyebutkan kata Werewolf satu kali dan sisanya mengacu pada Chupacabra, sebenarnya saya curiga ini sama sekali bukan film Werewolf. Makhluk 'Werewolf' sebagian besar terlihat tidak berbulu & lebih mirip anjing ganas, tidak ada referensi tentang siapa pun yang berubah selama bulan purnama & ia sebenarnya menyerang di siang hari beberapa kali, tidak ada adegan transformasi & pada akhirnya ketika dibunuh, ia juga tidak berubah kembali menjadi siapa pun. Sejujurnya, terlepas dari judulnya, tidak ada apa pun di sini yang menunjukkan film Werewolf sama sekali & bahkan judul tersebut hanyalah tiruan dari An American Werewolf in London (1981) yang sangat populer. Ini adalah jenis omong kosong buatan rumah yang menurut saya pribadi membunuh genre horor, sudah berapa lama sejak ada film horor klasik beranggaran rendah seperti Dawn of the Dead (1978), The Evil Dead (1981), Halloween (1978) atau Friday the 13th (1980) yang semuanya dibuat dengan anggaran terbatas, mungkin The Blair Witch Project (1999) tapi itu saja dalam beberapa tahun terakhir & omong kosong seperti Manusia Serigala Meksiko di Texas sama sekali tidak punya peluang pernah dianggap klasik. Karakternya mengerikan & hal-hal terjadi begitu saja di sekitar mereka, dialognya sampah, temponya buruk, ceritanya menyebalkan & hampir membuatku tertidur & secara keseluruhan film ini hanya omong kosong, maaf tapi aku tidak tahu bagaimana lagi mendeskripsikannya.<br /><br />Sutradara Maginnis tidak melakukan apa pun untuk membuat film ini dapat ditonton, ada sinematografi tipe kamera genggam yang menjengkelkan yang dapat dengan mudah membuat seseorang sakit kepala & pengeditan 'berkedip & Anda akan melewatkan sesuatu' yang cepat mengganggu & menjengkelkan dalam ukuran yang sama. Tidak menakutkan, tidak ada ketelanjangan, tidak ada ketegangan atau suasana & efek khususnya sangat buruk. Monster itu benar-benar terlihat malang & tidak heran Maginnis menyembunyikannya atau memotong adegannya begitu cepat sehingga Anda tidak akan pernah bisa melihatnya dengan baik. Hampir tidak ada warna pada gambarnya, warnanya hampir hitam pekat atau warna oranye pasir gurun yang jenuh membuat pemandangan itu juga menyakitkan mata. Darah kental itu terdiri dari beberapa isi perut palsu (berkedip dan kamu akan merindukannya!), beberapa luka berdarah dan lengan yang putus, masalah besar.<br /><br />Dengan perkiraan anggaran sekitar $300,000, saya akui anggarannya rendah tetapi saya menolak untuk menerima bahwa untuk membuat film sampah seperti itu, ada banyak film horor beranggaran rendah yang membuat anggaran mereka yang sedikit itu membengkak. Semuanya tampak seperti film rumahan, tidak memiliki gaya & benar-benar hambar & membosankan untuk dilihat. Aktingnya juga jelek meskipun Anda mungkin sudah mengetahuinya.<br /><br />Manusia Serigala Meksiko di Texas mungkin akan menipu beberapa orang untuk menyewa/membeli/menontonnya karena mereka mungkin salah mengira ini adalah sekuel dari film klasik John Landis padahal sebenarnya bukan & bahkan bukan film Werewolf yang tepat. Jangan tertipu, ini buruk & saya muak karena harus membuang waktu/uang untuk omong kosong amatir buatan rumah seperti ini.",negative
"Saya menemukan ini sebagai sentuhan yang sangat ringan pada film bentrokan budaya tahun 1950-an. John Wayne tidak akan menjadi pilihan pertama seseorang sebagai atase kebudayaan, karena mempunyai niat baik yang diplomatis seperti seorang banteng di Harrods. Tapi kali ini dia dibiarkan memainkan peran yang jauh lebih pasif daripada kepribadian gertakannya yang biasa, dan dia menyelesaikan tugasnya dengan gaya. Duke adalah pria yang benar-benar bisa berakting dengan baik. Ekspresi wajah dan bahasa tubuhnya bisa sangat halus.<br /><br />Meskipun kehadirannya cukup besar baik sebagai aktor maupun dalam hal waktu tampil di layar, ia gagal mendominasi film ini. Banyak dari niat baiknya yang gagal. Dia tidak mempunyai wewenang atas siapa pun, dan narasi yang terputus-putus ini diberikan oleh geisha tituler yang kepadanya dia adalah orang barbar.<br /><br />Kisah upaya Amerika untuk menjilat Jepang yang isolasionis adalah sebuah intrik politik, bukan pertarungan sengit atau pertarungan sengit. Saya tidak dapat mengomentari keakuratan penelitiannya, namun keanehan budaya Timur terhadap kepekaan Barat telah ditunjukkan dengan baik. Ada banyak upacara yang dikoreografikan dengan cermat yang menurut pengamat ini tampak seperti kostum dan alat peraga asli. Set piece-nya rumit dan detail. Banyak uang dan pemikiran telah dikerahkan untuk itu.<br /><br />Perselingkuhan antara Wayne dan geisha-nya menambahkan sedikit elemen ekstra, dan menghentikan film tersebut menjadi sekadar upaya politik atau pengibaran bendera. Naskahnya bagus tanpa terlalu bertele-tele. Ada banyak dialog dalam bahasa Jepang, namun periode penerjemahan yang panjang tidak mengganggu narasinya. Senang rasanya melihat banyak orang oriental asli di lokasi syuting. Apakah mereka orang Jepang atau bukan, saya tidak tahu. Tapi bagaimanapun mereka terlihat seperti itu. Setidaknya pemeran utamanya tidak dimainkan oleh orang bule yang berpenampilan silang, tidak seperti film lain seperti 'Blood Alley' (ya, saya tahu mereka orang Cina), 'The Inn Of The Sixth Happiness' atau bahkan 'The King And I'.<br /><br />Sejujurnya, saya menikmati ini lebih dari film-film lainnya. Naskahnya lebih baik sebagai permulaan. Saya tidak pernah menyukai lagu-lagu di 'The King And I', dan tidak terkesan dengan subteks 'Blood Alley' yang sarat anti-komunis. Saya akui, saya belum pernah melihat karya ini sebelumnya dan menganggapnya lebih baik dibandingkan dengan banyak tamasya The Duke yang lebih populer.<br /><br />Direkomendasikan.",positive
"Saya sangat senang saya menemukan film pendek ini. Saya selalu sangat kecewa karena film pendek sulit ditemukan, jadi ketika saya melihat ini dan melihat film tersebut dinominasikan untuk Film Pendek Aksi Langsung di Academy Awards, saya sangat senang karena ternyata saya punya film yang saya dukung.<br /><br />Plotnya cukup sederhana, sutradara, penulis, dan bintang Nacho Vigalondo mencoba mencari alasan mengapa orang-orang tiba-tiba menyanyikan lagu dan tarian seperti yang mereka lakukan di film musikal. Hasilnya sangat menghibur dan lagunya benar-benar catchy.<br /><br />Ini adalah film pendek yang dibuat dengan baik, diedit dengan baik dan semua aktornya melakukan pekerjaan dengan baik. Dan pengambilan gambar terakhir filmnya sempurna.<br /><br />Saya sangat merekomendasikan film ini.",positive
"Aku berpikir sebelum memulai dengan film ini mungkin itu bagus, tapi ketika aku memulainya, aku merasa itu sangat buruk. Mereka bilang filmnya dibuat di Afghanistan tapi menurutku 95% filmnya dibuat di India. Anda dapat melihat mobil buatan India. Anda dapat melihat lars meminum bisleri (merek air India), tulisan Hindi di jalan, Anda juga dapat melihat kuil-kuil di Afganistan *hahaha* lucu sekali dan masih banyak lagi hal-hal lain yang membuktikan bahwa film tersebut tidak diambil gambarnya di Afganistan. Saya pikir seseorang tidak boleh menyia-nyiakan waktunya untuk menonton film ini.. hanya membuang-buang waktu.. saya akan merekomendasikan untuk melakukan sesuatu yang lain daripada menonton film ini atau mungkin hati adalah ide yang lebih baik tetapi jangan menonton ini membuang-buang waktu",negative
"Benar-benar pemborosan ruang. Saya dan teman saya mencoba menonton film ini sampai selesai tetapi harus mematikannya sekitar 30 menit setelah selesai. Dan saya dapat menghitung film-film yang telah saya matikan sebelum akhir di satu sisi.<br /><br />Naskah dan arahannya kelam dan sangat membosankan. Saya tidak akan terkejut jika mereka menemukan naskah itu di tumpukan naskah-naskah buangan dari tahun 1983. Misalnya, orang yang menjengkelkan yang mengancam orang real estate dari telepon rumahnya. Maksudku serius. Polisi akan mendobrak pintunya dalam beberapa menit. Pemandangan dan peristiwa yang Anda alami seperti kotoran di sungai. Sulit untuk memahami maksud sebenarnya dari film tersebut. Narasinya berpindah-pindah antar karakter dengan cara yang tampaknya acak, memecah upaya menyedihkan dalam membangun karakter. Oh dan apa ""karakter"" mereka. Protagonis yang diperankan oleh Rourke sungguh mengerikan. Dia bisa saja mengirimkan potongan karton miliknya dan tetap di tempat tidur. Setelah sekitar 60 menit menonton film, saya sama sekali tidak membangun keterikatan pada karakter ini. Dia tidak simpatik atau benci. Hanya boneka cacat dari etalase toko yang melakukan kesalahan di setiap adegan. Motivasinya tidak dapat dilihat dari penyampaiannya yang umumnya bergumam dan tanpa emosi. Apakah dia bahagia? Apakah dia sedih? Marah? Tidak tahu. Hanya mata mati yang sama yang menatapmu dari sebongkah daging yang rusak. Dan tema penduduk asli Amerika sungguh buruk dan tidak ada gunanya.<br /><br />Orang baik paling tidak bisa dibenci. Stereotip kerah putih yang membosankan dan stereotip mantan istri yang neurotik. Isyarat pola dasar istri dengan senapan berhadapan dengan pria jahat, ""kamu tidak akan menembakku"" yang sangat tidak orisinal dan menjengkelkan.<br /><br />Karakter richie nix tampak menarik pada awalnya tetapi segera berubah menjadi karakter psikopat satu sisi yang menjengkelkan. Hal ini nampaknya bertentangan dengan niat untuk membuat orang jahat bersimpati atau setidaknya termotivasi secara realistis.<br /><br />Karakter Roasario Dawson dimulai dengan janji, namun segera berubah menjadi parodi yang memuakkan dan kekanak-kanakan dari adegan cewek gangster dari Jackie Brown. Anda benar-benar ingin saya percaya bahwa karakternya SANGAT tertarik pada karakter Rourke? Atau lebih parah lagi dia hanya seorang pelacur yang tidur dengan benda yang bergerak? Karakter wanita realistis FTW! <br /><br />Singkatnya sebuah film berantakan. Karakterisasi dan penampilan tanpa harapan. Naskah yang kelam dan usang serta arahan yang tidak menginspirasi. Dan pada akhirnya sangat membosankan. Bahkan komedinya tidak buruk juga. Menertawakan wajah kuyu Rourke menjadi sangat tua setelah menonton 15 menit pertama film yang membosankan.",negative
