ulasan,sentiment,ulasan_bersih,label
"Apakah itu terjadi pada orang yang membesarkanmu sejak kamu masih muda? Kamu hanya ingin dia pergi dari hidupmu? Wanita itu adalah ibumu. Anda harus menghormatinya, Anda harus menghormatinya, baik dia sakit maupun sehat. Namun hal itu terkadang bisa memberatkan. Terutama ketika dia menjadi sangat sombong. Begitulah cara Owen (Danny DeVito) harus menghadapinya dalam ""Throw Momma Fron The Train"". Ibunya (Anne Ramsey, 1929-88), adalah salah satu yang terburuk. Dia mencoba yang terbaik untuk menjadi seorang penulis, dan dia tidak bersyukur. Menyebutnya sebagai ""kotoran kikuk"", ""larda$$"", dan ""gemuk"" dan ""bodoh"". Bagi temannya, Larry Donner (Billy Crystal) dia punya masalah wanitanya sendiri, mantan istrinya. Dia mencoba mendiskreditkannya. Lalu apa yang dilakukan Owen? Dorong dia ke laut. Apa yang dia lakukan? Bantu balas budi, singkirkan Nyonya Lift! Dalam adegan dapur, saya suka saat Owen memanggil Larry, ""Sepupu Patty"". Dan Momma berkata, ""Kamu tidak punya Sepupu Patty!"" dan Owen berteriak, ""Kamu Berbohong Kepada Saya!"" dan El Cabongs Larry dengan penggorengan. Kemudian tibalah bagian yang menyenangkan ketika mereka naik kereta dan mencoba membunuh Momma Lift. Hal itu digagalkan, dan dia mengusir Larry dari kereta. Ya, semuanya kembali normal, mantan istrinya masih hidup, tapi Ibu meninggal sendirian. Mungkin dia seharusnya melihat kesalahan dari cara mendominasinya. Film yang menyenangkan, dan pemerannya hebat. Klasik! 5 bintang!",positive,membesarkanmu muda pergi hidupmu wanita ibumu menghormatinya menghormatinya sakit sehat terkadang memberatkan sombong owen danny devito menghadapinya throw momma fron the train ibunya anne ramsey salah terburuk mencoba terbaik penulis bersyukur menyebutnya kotoran kikuk larda gemuk bodoh temannya larry donner billy crystal wanitanya mantan istrinya mencoba mendiskreditkannya owen dorong laut lakukan bantu balas budi singkirkan nyonya lift adegan dapur suka owen memanggil larry sepupu patty momma sepupu patty owen berteriak berbohong el cabongs larry penggorengan tibalah menyenangkan kereta mencoba membunuh momma lift digagalkan mengusir larry kereta normal mantan istrinya hidup meninggal kesalahan mendominasinya menyenangkan pemerannya hebat klasik bintang,1
"Ya, itu agak murahan. Tapi ini menegangkan dan menghibur, dan salah satu favorit saya; ada beberapa aktor hebat dalam film ini, dan mereka melakukan pekerjaan terpuji mengingat keterbatasan plot dan karakter. Sangat menarik melihat David Soul dalam peran 'orang jahat'; Saya pikir dia cukup bisa dipercaya--dan agak mengerikan--sebagai CO yang semakin paranoid. Robert Conrad adalah favorit sejak lama--saya pikir dia menghidupkan karakternya dengan sangat baik; dan Sam Waterston telah menjadi bintang berkualitas dalam segala hal yang saya tonton--film atau TV. <br /><br />Saya sering menonton film ini tetapi rekaman kami (salinan VHS TV yang saya dapatkan) kualitasnya sangat buruk sehingga sulit untuk menikmatinya sepenuhnya. Ini adalah film yang menurut saya harus mereka keluarkan dalam bentuk DVD; mungkin tidak akan banyak dicari orang, tapi saya yakin banyak orang seperti saya di luar sana yang menyukai film seperti ini sehingga AKAN ada pasar untuk versi DVDnya. Aku akan terus berharap!",positive,murahan menegangkan menghibur salah favorit aktor hebat pekerjaan terpuji keterbatasan plot karakter menarik david soul peran jahat pikir dipercaya mengerikan co paranoid robert conrad favorit pikir menghidupkan karakternya sam waterston bintang berkualitas tonton tv menonton rekaman salinan vhs tv dapatkan kualitasnya buruk sulit menikmatinya sepenuhnya keluarkan bentuk dvd dicari menyukai pasar versi dvdnya berharap,1
"Jadi ini bukan sebuah epik, tapi bagi orang-orang yang mengalami hal serupa<br /><br />(saudara kandung yang bunuh diri), ini mungkin bisa menjadi cara terapi yang menarik. Sebuah<br /><br />Narasi imajinatif dan beberapa akting bagus membuat waktu<br /><br />menghabiskan dengan baik. Entah mengapa, film ini belum terlalu menarik perhatian penonton,<br /><br />sesuatu yang saya yakini merupakan hasil dari tema utamanya. Mengapa dia<br /><br />bunuh diri? Tentu saja, hal ini bukanlah sesuatu yang<br /><br />penonton film AS akan datangi, jika saja ini adalah produksi Eropa,<br /><br />mungkin akan menjangkau penontonnya dalam skala<br /><br />yang lebih luas. Namun, ini adalah sebuah film yang meskipun realismenya dinodai oleh<br /><br />cahaya romantis yang berkilauan, namun memberikan kesan<br /><br />yang sepenuh hati kepada penontonnya.",positive,epik mengalami saudara kandung bunuh terapi menarik narasi imajinatif akting bagus waktu menghabiskan menarik perhatian penonton yakini hasil tema utamanya bunuh penonton as datangi produksi eropa menjangkau penontonnya skala luas realismenya dinodai cahaya romantis berkilauan kesan sepenuh hati penontonnya,1
"Saya sangat menyukai film ini! Awalnya saya ragu untuk menontonnya karena menurut saya akan terlalu menyakitkan. Saya ingat betapa sulitnya ketika John tertembak. Namun, menonton ""Two of Us"" membawa saya kembali ke masa yang lebih bahagia ketika dia masih hidup dan masih ada harapan dan kemungkinan. Saya pikir penulisnya melakukan pekerjaan luar biasa dalam menggambarkan apa yang ""mungkin terjadi"". Aidan Quinn menggemaskan seperti Paul dan menghadapi tantangan itu secara langsung. Saya terkesan dengan aksen dan tingkah lakunya. Jared Harris juga sangat berbakat dan cukup bisa dipercaya seperti John. Bagian favorit saya adalah pemandangan di taman dan pemandangan di atap - yang sangat mengharukan. Film ini meninggalkan kesedihan dan kepuasan bagi saya, yang keduanya menurut saya pantas, mengingat situasinya.",positive,menyukai ragu menontonnya menyakitkan betapa sulitnya john tertembak menonton two of us membawa bahagia hidup harapan pikir penulisnya pekerjaan menggambarkan aidan quinn menggemaskan paul menghadapi tantangan terkesan aksen tingkah lakunya jared harris berbakat dipercaya john favorit pemandangan taman pemandangan atap mengharukan meninggalkan kesedihan kepuasan situasinya,1
"Pengulas sebelumnya, Claudio Carvalho, memberikan rekap detail plot film yang jauh lebih baik daripada yang saya bisa. Apa yang paling saya ingat adalah bahwa film itu sangat indah, dalam segala hal - secara emosional, visual, editorial - sungguh menakjubkan.<br /><br />Jika Anda menyukai film yang indah untuk ditonton, dan juga memiliki konten emosional yang relevan dengan keindahan itu, saya rasa Anda akan senang telah melihat karya seni yang luar biasa dan tidak biasa ini.<br /><br />Dalam skala 1 hingga 10, saya akan memberikannya sekitar 8,75. Satu-satunya alasan saya menghindari angka 9 adalah karena itu adalah bagian dari suasana hati. Jika Anda berminat untuk menonton film yang benar-benar artistik dan sangat romantis, maka itu adalah nilai 10. Menurut saya ini adalah film yang wajib ditonton, tapi tidak ada di antara kita yang bisa selalu dalam suasana hati seperti itu, jadi, secara keseluruhan, 8,75.",positive,pengulas claudio carvalho rekap detail plot indah emosional visual editorial sungguh menakjubkan menyukai indah ditonton memiliki konten emosional relevan keindahan senang karya seni skala memberikannya satunya alasan menghindari angka suasana hati berminat menonton artistik romantis nilai wajib ditonton suasana hati,1
"Premis bagus, eksekusi buruk. Pemeran aktor-aktor hebat dipermudah menjadi film yang ditulis dengan buruk, tidak diarahkan dengan baik, dan diedit dengan buruk. Satu-satunya yang bisa menebus kualitasnya adalah banyaknya suntikan makanan.<br /><br />Joan Chen, Mercedes Ruehl, Kyra Sedgwick, dan Alfre Woodard harus memecat agen mereka.",negative,premis bagus eksekusi buruk pemeran aktor aktor hebat dipermudah ditulis buruk diarahkan diedit buruk satunya menebus kualitasnya banyaknya suntikan makanan joan chen mercedes ruehl kyra sedgwick alfre woodard memecat agen,0
"Harus setuju bahwa film ini dan sutradara berbakatnya tidak menerima pujian yang pantas mereka terima. Kami berharap DVD ini akan berhasil dengan baik dan menarik perhatian khalayak yang lebih luas. Para aktor memberikan penampilan yang luar biasa dan alur ceritanya sangat bagus. Mungkin secara keseluruhan filmnya agak panjang tapi May Miles Thomas tampaknya menikmati aktor-aktornya ketika mereka memberikan penampilan yang kuat dan oleh karena itu terkadang menampilkan mereka dalam jarak dekat yang lebih lama dari yang diperlukan. Saya yakin itu bagus untuk para aktornya, tetapi terkadang sebagai penonton Anda siap untuk melanjutkan alur cerita. Semoga Miles Thomas layak mendapatkan pengakuan lebih dari bisnis Film sebagai salah satu sutradara film digital terkemuka kami,",positive,setuju sutradara berbakatnya menerima pujian terima berharap dvd berhasil menarik perhatian khalayak luas aktor penampilan alur ceritanya bagus filmnya may miles thomas menikmati aktor aktornya penampilan kuat terkadang menampilkan jarak bagus aktornya terkadang penonton melanjutkan alur cerita semoga miles thomas layak pengakuan bisnis salah sutradara digital terkemuka,1
"Saya punya dua alasan untuk menonton petualang ini ketika ditayangkan di televisi Denmark kemarin. Pertama-tama, saya ingin melihat Gina Lollobrigida - dan di sini saya tidak kecewa. Dia tampak cantik. Yang kedua, setelah membaca tentang film tersebut, saya mendapat kesan bahwa film tersebut menampilkan humor yang absurd, tidak seperti yang terdapat dalam film-film Philippe de Broca. Namun dalam hal ini, saya sangat kecewa. Menurut saya leluconnya dapat ditebak (terlepas dari beberapa komentar jenaka tentang topik perang) dan karakternya sepenuhnya satu dimensi. Selain itu, adegan aksi dilakukan dengan cara yang sangat mekanis dan tidak menginspirasi, tanpa kesan drama sama sekali. Saya terus menonton sampai akhir, tetapi saya cepat bosan dan hanya duduk di sana menunggu adegan dengan Lollobrigida.",negative,alasan menonton petualang ditayangkan televisi denmark kemarin tama gina lollobrigida kecewa cantik membaca kesan menampilkan humor absurd philippe de broca kecewa leluconnya ditebak terlepas komentar jenaka topik perang karakternya sepenuhnya dimensi adegan aksi mekanis menginspirasi kesan drama menonton cepat bosan duduk menunggu adegan lollobrigida,0
"Film ini adalah kekejian dari semua hal yang layak dalam pembuatan film. Aktor utama mengejutkan penontonnya dengan tidak berakting sama sekali. Kita harus menyaksikan hampir dua jam wajah lembutnya yang tak berjiwa. Leluconnya semuanya jelek. Saya tidak pernah tertawa saat itu Sabtu malam, kami berlima sedang minum bir untuk tertawa dan kemudian kami memakai ini dan Anda bisa merasakan semua kehangatan dan warna terkuras dari ruangan. Film berakhir dan suasananya hancur jadi kami semua berpisah, merusak malam! Oke, jadi pro dan kontra. Kelebihan latar cantik di Hawaii, terlihat bagus di bluray. Kontra akting terburuk yang pernah ada; Anda dapat mengatakan bahwa semua orang yang berkepentingan hanya memikirkan hari gajian. Plot buruk yang dapat diprediksi. Pengembangan karakter nol. Lelucon yang dipaksakan dan gagal. Banyak foto penis pria yang sejujurnya bertindak lebih baik darinya dan memiliki lebih banyak karisma. Semoga semua pembuat film ini menundukkan kepala karena malu dan menganggap remeh kejantanan mereka yang lembek.",negative,kekejian layak pembuatan aktor utama mengejutkan penontonnya berakting menyaksikan jam wajah lembutnya berjiwa leluconnya jelek tertawa sabtu malam berlima minum bir tertawa memakai merasakan kehangatan warna terkuras ruangan suasananya hancur berpisah merusak malam oke pro kontra kelebihan latar cantik hawaii bagus bluray kontra akting terburuk berkepentingan memikirkan gajian plot buruk diprediksi pengembangan karakter nol lelucon dipaksakan gagal foto penis pria sejujurnya bertindak darinya memiliki karisma semoga pembuat menundukkan kepala malu menganggap remeh kejantanan lembek,0
"Ini adalah film Gaspar Noe pertama yang saya tonton dan saya harus mengatakan bahwa saya terkejut. Saya tidak keberatan dengan darah kental secara umum, tetapi ini bahkan bukan darah kental, ini adalah pembantaian sungguhan. Bagi sebagian dari Anda, beberapa adegan mungkin mustahil untuk dilihat dan maksud saya sangat menjijikkan. Terlepas dari aspek-aspek tersebut, gagasan utama yang terungkap di sini dan dialognya cukup brilian. Ketika Anda diberi argumen yang kuat untuk menentang menghadirkan kehidupan baru ke dalam dunia dan cara pemberiannya, Anda tidak dapat berhenti dan meluangkan waktu sejenak untuk memikirkannya. Para aktor melakukan tugasnya dengan baik, mewakili topeng umum dari segelintir orang yang ditemukan di lapisan bawah masyarakat yang sakit. Film ini penuh dengan metafora, tapi saya akan membiarkan Anda memahaminya. Jangan menontonnya jika Anda ingin bersenang-senang dan bersantai. Saya merekomendasikan film ini kepada Anda semua yang ingin memikirkan sesuatu atau sekadar menonton sesuatu yang berbeda dari apa yang Anda temukan di bioskop pada umumnya.",positive,gaspar noe tonton terkejut keberatan darah kental umum darah kental pembantaian sungguhan adegan mustahil menjijikkan terlepas aspek aspek gagasan utama terungkap dialognya brilian argumen kuat menentang menghadirkan kehidupan dunia pemberiannya berhenti meluangkan waktu memikirkannya aktor tugasnya mewakili topeng umum segelintir ditemukan lapisan masyarakat sakit penuh metafora membiarkan memahaminya menontonnya bersenang senang bersantai merekomendasikan memikirkan menonton berbeda temukan bioskop,1
"Saya setuju dengan BigAlC - film ini sebenarnya mempersiapkan saya menghadapi banyak perbedaan dan praktik budaya sebelum saya tinggal di Jepang selama satu tahun pada tahun 1993. Tom Selleck melakukan pekerjaan luar biasa di sini, seperti biasa, dan filmnya sangat lucu dan mendidik. Saya penggemar berat Tom Selleck, dan dia memberkati bagian ini dengan pesona dan karismanya yang biasa pada bagian ini, menghidupkan film ini dengan cara yang tidak dapat saya bayangkan dapat dilakukan oleh aktor lain. <br /><br />Film ini menampilkan beberapa aktor Jepang papan atas, dan sangat menghibur menyaksikan mereka berinteraksi dengan Selleck - Saya dapat membayangkan kesenangan yang dia alami selama pembuatan film - Jepang adalah tempat yang mengagumkan untuk dikunjungi, apakah Anda ingin berpesta, melihat-lihat, atau sekadar mencoba menikmati semuanya.",positive,setuju bigalc menghadapi perbedaan praktik budaya tinggal jepang tahun tahun tom selleck pekerjaan filmnya lucu mendidik penggemar berat tom selleck memberkati pesona karismanya menghidupkan bayangkan aktor menampilkan aktor jepang papan menghibur menyaksikan berinteraksi selleck membayangkan kesenangan alami pembuatan jepang mengagumkan dikunjungi berpesta mencoba menikmati,1
"Saya tertawa terbahak-bahak selama film ini, wajah saya sakit. Ben Affleck lucu dan mengingatkan saya pada bocah lelaki cantik Jack Black dalam peran ini. Gandolfini memberikan penampilan khas A-nya. Seluruh pemerannya lucu, ceritanya cukup bagus, dan momen komiknya mengagumkan. Saya menonton film ini tanpa berharap banyak, jadi mungkin itulah sebabnya saya sangat terkejut saat keluar dari film tersebut dengan perasaan senang dan kelelahan. Saya akan merekomendasikan film ini kepada siapa saja yang menyukai komedi, dapat mengidentifikasikan diri dengan kesepian selama liburan dan/atau menghadapi kerabat. Bagian terbaik dari film ini (bagi saya) adalah sedikit humor yang membuat saya benar-benar lengah dan membuat saya tertawa lama setelah penonton lainnya berhenti. Yakni, adegan yang melibatkan penyalaan pohon natal. Pergi melihatnya dan tertawalah!",positive,tertawa terbahak bahak wajah sakit ben affleck lucu bocah lelaki cantik jack black peran gandolfini penampilan khas pemerannya lucu ceritanya bagus momen komiknya mengagumkan menonton berharap terkejut perasaan senang kelelahan merekomendasikan menyukai komedi mengidentifikasikan kesepian liburan menghadapi kerabat terbaik humor lengah tertawa penonton berhenti adegan melibatkan penyalaan pohon natal pergi tertawalah,1
"Meskipun saya tinggal di Australia pada tahun 1975, saya pindah ke luar negeri tidak lama kemudian, karena muak dengan kerusuhan industri yang terus-menerus, pemujaan terhadap hal-hal biasa-biasa saja - kecuali jika seseorang adalah seorang olahragawan! - dan rasa puas diri dari banyak warga Australia yang memilih untuk mengabaikan laju perubahan yang sangat cepat yang terjadi di negara-negara di utara mereka. <br /><br />Oleh karena itu, saya melewatkan The Dismissal, serta banyak drama TV buatan Australia lainnya pada tahun 80-an dan 90-an, seperti serial Janus dan Phoenix yang luar biasa, yang telah saya tonton bersama dengan Wildside.<br /><br />Bagi saya, kisah film The Dismissal adalah adil dan, sejauh yang saya tahu, akurat. Namun, mengenai ""kemarahan"" publik, hal ini hanya menunjukkan satu sisi saja, bukan bagaimana keluarga-keluarga terpecah belah oleh kontroversi tersebut. Saya tahu, karena kedua saudara laki-laki saya tidak mau berbicara dengan saya selama berbulan-bulan setelahnya. <br /><br />Tetapi komentar tersebut, menurut saya, sangat sepihak. Fakta yang tidak dapat dihindari adalah bahwa, meskipun ada ekspresi kemarahan yang membara dari sebagian besar masyarakat, para pemilih di Australia memilih – dan dengan tegas memilih – mendukung Fraser, seperti yang mereka lakukan lagi dua tahun kemudian. <br /><br />Selain itu, ini adalah dokudrama yang akurat secara historis dan dilakonkan dengan sangat baik.",positive,tinggal australia tahun pindah negeri muak kerusuhan industri menerus pemujaan kecuali olahragawan puas warga australia memilih mengabaikan laju perubahan cepat negara negara utara melewatkan the dismissal drama tv buatan australia tahun an an serial janus phoenix tonton wildside kisah the dismissal adil akurat kemarahan publik sisi keluarga keluarga terpecah belah kontroversi saudara laki laki berbicara berbulan setelahnya komentar fakta dihindari ekspresi kemarahan membara masyarakat pemilih australia memilih memilih mendukung fraser lakukan tahun dokudrama akurat historis dilakonkan,1
"Saya mungkin seorang lelaki tua yang baik dari Virginia di Negara Konfederasi Amerika, namun lelaki ini melakukannya untuk saya. Kumis itu membuatku gusar. Saya ingat ketika saya pertama kali melihat videonya. Gadis yang dia kalahkan itu luar biasa. Kedalaman aktingnya ketika mereka memotong fasadnya yang lapuk adalah tingkat maskulinitas yang baru. Ini mengingatkan saya pada patung granit di Gunung Rushmore. Jika saya boleh menanyakan satu pertanyaan kepadanya, itu adalah, ""Jika kamu adalah seorang hotdog, apakah kamu akan memakannya sendiri?"" Apakah Orhan akan melakukan tur reuni? Perhatikanlah karya hebat seperti Gordon Lightfoot, musik sejati dari hati tidak pernah pudar. Vive La John Denver. Gracias temanku, O.F.F.L. (Penggemar Orhan Seumur Hidup)",positive,lelaki tua virginia negara konfederasi amerika lelaki melakukannya kumis membuatku gusar videonya gadis kalahkan kedalaman aktingnya memotong fasadnya lapuk tingkat maskulinitas patung granit gunung rushmore hotdog memakannya orhan tur reuni perhatikanlah karya hebat gordon lightfoot musik sejati hati pudar vive la john denver gracias temanku penggemar orhan seumur hidup,1
"Aku tidak ingin menonton film ini lagi!<br /><br />Bukan hanya karena filmnya sangat buruk, tapi aku juga tidak tahan melihat pahlawanku Stan Laurel tampak begitu tua dan sakit.<br /><br />Sebagian besar aku tidak tahan menonton film mengerikan ini!<br /><br />Terus terang, tidak ada alasan untuk menonton film mengerikan ini. Plotnya benar-benar bodoh. Aktor-aktor yang mengelilingi Stan Laurel dan Oliver Hardy benar-benar buruk dan Laurel serta Hardy lebih lucu di film-film mereka sebelumnya! <br /><br />Saya peringatkan Anda jangan menontonnya, gambarnya akan menghantui Anda untuk waktu yang lama!",negative,menonton filmnya buruk tahan pahlawanku stan laurel tua sakit tahan menonton mengerikan terang alasan menonton mengerikan plotnya bodoh aktor aktor mengelilingi stan laurel oliver hardy buruk laurel hardy lucu peringatkan menontonnya gambarnya menghantui waktu,0
"Permasalahannya adalah peran para tokoh dalam film tersebut. Man to Man menunjukkan seorang antropolog Inggris menculik dua orang pigmi dan membawa mereka ke Skotlandia dan kemudian menyadari bahwa mereka bukanlah binatang atau submanusia tetapi sebenarnya setara dengan dirinya. Masalahnya adalah peran orang pigmi dalam film tersebut - dua orang yang diculik, diperlakukan seperti binatang, namun diberi peran yang dangkal dan stereotipikal dalam film tersebut... Penculik (antropolog Inggris) akhirnya menjadi pahlawan film tersebut karena dia 'berhasil' berhubungan dengan orang pigmi... Tidak ada gagasan tentang bagaimana perasaan kedua sandera, sudut pandang mereka, cobaan berat yang mereka alami... Menurut saya ini adalah film yang dangkal, dengan satu sisi yang pada dasarnya rasis pandangan... ia tidak pernah berhasil menjauh dari pandangan 'orang kulit putih'",negative,permasalahannya peran tokoh man to man antropolog inggris menculik pigmi membawa skotlandia menyadari binatang submanusia setara peran pigmi diculik diperlakukan binatang peran dangkal stereotipikal penculik antropolog inggris pahlawan berhasil berhubungan pigmi gagasan perasaan sandera sudut pandang cobaan berat alami dangkal sisi dasarnya rasis pandangan berhasil menjauh pandangan kulit putih,0
"Kehidupan Dimulai - dan berakhir - di bangsal bersalin / pemulihan khas tahun 1930-an, di mana kita melihat 48 jam dalam kehidupan beberapa wanita hamil berisiko tinggi, diperankan oleh Loretta Young, Glenda Farrell, Clara Blandick (Bibi Em???), Vivienne Osborne, Dorothy Tree, dan Gloria Shea, saat mereka menunggu untuk melahirkan. Meskipun film ini menampilkan alur cerita yang tampaknya dibuat-buat saat ini ketika bangsal bersalin jauh lebih terkontrol dan dibatasi, film ini menawarkan kita melihat ke masa lalu untuk melihat seperti apa rasanya melahirkan di rumah sakit kota pada tahun 1932 bagi nenek dan nenek buyut kita. Menurut saya film ini menarik dan sangat mengharukan.<br /><br />Anehnya, penampilan paling luar biasa dalam film ini datang dari pemeran pria, Eric Linden muda sebagai Jed Sutton, suami Grace (Loretta Young). Aktor yang luar biasa! Sebagai ayah yang baru pertama kali menjadi ayah, Jed putus asa dan gelisah dengan staf rumah sakit yang tampaknya mengabaikan kekhawatirannya tentang istrinya karena mereka mungkin mengabaikan remah-remah dari meja kafetaria. Saya merasakan setiap kekhawatirannya dengan tajam. Saya ingin melihat lebih banyak karya aktor ini. Dia memiliki suara yang sangat emosional, yang digunakan untuk efek yang tak terlupakan di Gone With The Wind. Dalam film tersebut Eric berperan sebagai prajurit muda yang kakinya diamputasi tanpa anestesi, yang berteriak, ""Jangan potong! Jangan potong!"" saat Scarlett melarikan diri dari rumah sakit dengan ketakutan. Menakutkan! Penampilan hebat lainnya datang dari Aline MacMahon, yang berperan sebagai Nona Bowers, perawat. Karakternya adalah tipe garam dunia, tipe perawat yang kita semua harapkan untuk dirawat di rumah sakit, yang terus-menerus melanggar peraturan rumah sakit untuk menunjukkan sisi profesi medis yang lebih manusiawi.<br /><br />Loretta Young juga melakukan pekerjaan akting luar biasa lainnya di sini, penampilan yang sangat otentik dan sangat terasa sebagai Grace. Wah, dia hebat dalam precode ini, aku semakin menghargainya sebagai seorang aktris beberapa bulan terakhir.<br /><br />Glenda Farrell memainkan perannya sebagai seorang ibu yang tidak menikah dan sedikit melebih-lebihkan menurut seleraku (tidakkah ada yang tahu pada tahun 1932 bahwa meminum brendi dari botol air panas mungkin berbahaya bagi kesehatan bayi yang belum lahir?) tetapi karakternya akhirnya menebus dirinya sendiri.<br /><br />Juga di dalam precode pemerannya adalah Gilbert Roland yang tidak disebutkan namanya, bintang film bisu, sebagai suami Italia yang berduka. Durasi layarnya singkat, namun penting.<br /><br />Life Begins adalah precode yang wajib dilihat, cobalah untuk menontonnya kapan-kapan di TCM, tetapi ingatlah untuk membawa beberapa saputangan untuk menangis. 9 dari 10.",positive,kehidupan bangsal bersalin pemulihan khas tahun an jam kehidupan wanita hamil berisiko tinggi diperankan loretta young glenda farrell clara blandick bibi em vivienne osborne dorothy tree gloria shea menunggu melahirkan menampilkan alur cerita bangsal bersalin terkontrol dibatasi menawarkan melahirkan rumah sakit kota tahun nenek nenek buyut menarik mengharukan anehnya penampilan pemeran pria eric linden muda jed sutton suami grace loretta young aktor ayah ayah jed putus asa gelisah staf rumah sakit mengabaikan kekhawatirannya istrinya mengabaikan remah remah meja kafetaria merasakan kekhawatirannya tajam karya aktor memiliki suara emosional efek terlupakan gone with the wind eric berperan prajurit muda kakinya diamputasi anestesi berteriak potong potong scarlett melarikan rumah sakit ketakutan menakutkan penampilan hebat aline macmahon berperan nona bowers perawat karakternya tipe garam dunia tipe perawat harapkan dirawat rumah sakit menerus melanggar peraturan rumah sakit sisi profesi medis manusiawi loretta young pekerjaan akting penampilan otentik grace hebat precode menghargainya aktris glenda farrell memainkan perannya menikah melebih lebihkan seleraku tahun meminum brendi botol air panas berbahaya kesehatan bayi lahir karakternya menebus precode pemerannya gilbert roland namanya bintang bisu suami italia berduka durasi layarnya singkat life begins precode wajib cobalah menontonnya tcm ingatlah membawa saputangan menangis,1
"Ini adalah film yang bagus. Menyentuh dan kuat. Arahnya tidak diragukan lagi terengah-engah. Kerja bagus untuk tim. Aku kasihan sekali pada Marlene. Demi rahmat Tuhan, pergilah aku atau kamu",positive,bagus menyentuh kuat arahnya diragukan terengah engah bagus tim kasihan marlene rahmat tuhan pergilah,1
"Saya pikir naskah film ini ditulis pada selembar kertas toilet. Tidak ada rasa hormat apa pun terhadap banyak detail penting yang secara intrinsik membuat film tersebut. Misalnya nama beberapa teroris Serbia (yang saya ingat) adalah Caradan Maldic, Ivanic Loyvek dan Leo Hasse. Nama macam apa itu? Tentu saja bukan orang Serbia! Ngomong-ngomong, Caradan Maldic!!! Nama yang luar biasa, aku tertawa berhari-hari memikirkannya. Mungkin implikasinya terhadap Karadzic dan Mladic. Kedua, tidak pernah ada kasus terorisme yang dilakukan oleh warga Serbia. Seorang jurnalis seperti tokoh utama seharusnya mengetahui hal itu. Ketiga, aktor yang berperan sebagai teroris Serbia bahkan bukan orang Serbia dan juga tidak bisa berbahasa Serbia-Kroasia. Terlepas dari semua itu, film ini diperankan dengan baik namun ceritanya setipis kertas dan penuh lubang. Kadang-kadang itu tidak masuk akal sama sekali!!!",negative,pikir naskah ditulis selembar kertas toilet hormat detail intrinsik nama teroris serbia caradan maldic ivanic loyvek leo hasse nama serbia ngomong ngomong caradan maldic nama tertawa berhari memikirkannya implikasinya karadzic mladic terorisme warga serbia jurnalis tokoh utama ketiga aktor berperan teroris serbia serbia berbahasa serbia kroasia terlepas diperankan ceritanya setipis kertas penuh lubang kadang kadang akal,0
